house_no,street,city,state,zip_raw,zip_clean
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1425,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1425,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1425,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1425,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1425,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1425,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1455,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1455,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
45,TWIN PINES DRIVE,BROOKLYN,NY,112390000,11239
110,CHAUNCEY STREET,BROOKLYN,NY,112330000,11233
136,BRISTOL STREET,BROOKLYN,NY,112120000,11212
197,STOCKHOLM STREET,BROOKLYN,NY,112370000,11237
675,LINCOLN AVENUE,BROOKLYN,NY,112080000,11208
765,LINCOLN AVENUE,BROOKLYN,NY,112080000,11208
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112230000,11223
1515,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1475,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1475,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1520,HORNELL LOOP,BROOKLYN,NY,112390000,11239
1520,HORNELL LOOP,BROOKLYN,NY,112390000,11239
1590,HORNELL LOOP,BROOKLYN,NY,112390000,11239
1590,HORNELL LOOP,BROOKLYN,NY,112390000,11239
1590,HORNELL LOOP,BROOKLYN,NY,112390000,11239
1590,HORNELL LOOP,BROOKLYN,NY,112390000,11239
98,TROY AVENUE,BROOKLYN,NY,112130000,11213
926,47TH STREET,BROOKLYN,NY,112190000,11219
964,49TH STREET,BROOKLYN,NY,112190000,11219
170,EAST 17TH STREET,BROOKLYN,NY,112260000,11226
1776,EAST 13TH STREET,BROOKLYN,NY,112290000,11229
941,PARK PLACE,BROOKLYN,NY,112130000,11213
535,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
1261,HERKMER STREET,BROOKLYN,NY,112330000,11233
646,EAST 84TH STREET,BROOKLYN,NY,112360000,11236
1075,E. 35TH STREET,BROOKLYN,NY,112100000,11210
2100,WESTBURY COURT,BROOKLYN,NY,112250000,11225
546,MIDWOOD STREET,BROOKLYN,NY,112030000,11203
2211,DITMAS AVENUE,BROOKLYN,NY,112260000,11226
530,HERZL STREET,BROOKLYN,NY,112120000,11212
309,LAFAYETTE AVENUE,BROOKLYN,NY,112380000,11238
584,HINSDALE STREET,BROOKLYN,NY,112070000,11207
584,HINSDALE STREET,BROOKLYN,NY,112070000,11207
82,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
1273,PACIFIC STREET,BROOKLYN,NY,112160000,11216
233,JAMAICA AVENUE,BROOKLYN,NY,112070000,11207
555,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
63,MALCOLM X BLVD.,BROOKLYN,NY,112210000,11221
1515-,1517 ST. JOHNS PLACE,BROOKLYN,NY,112130000,11213
1575,PRESIDENT STREET,BROOKLYN,NY,112130000,11213
1552,PRESIDENT STREET,BROOKLYN,NY,112130000,11213
349,EAST 19TH STREET,BROOKLYN,NY,112260000,11226
320,EMPIRE BOULEVARD,BROOKLYN,NY,112250000,11225
252,74TH STREET,BROOKLYN,NY,112090000,11209
105,CARLTON AVENUE,BROOKLYN,NY,112050000,11205
1655,UNION STREET,BROOKLYN,NY,112130000,11213
426,EASTERN PARKWAY,BROOKLYN,NY,112250000,11225
159,HALSEY STREET,BROOKLYN,NY,112160000,11216
861,ST MARKS AVENUE,BROOKLYN,NY,112130000,11213
193,LOTT AVENUE,BROOKLYN,NY,112120000,11212
699,SHEPHERD AVE,BROOKLYN,NY,112080000,11208
50,VANDALIA AVENUE,BROOKLYN,NY,112390000,11239
130,VANDALIA AVENUE,BROOKLYN,NY,112390000,11239
1004,MONTGOMERY STREET,BROOKLYN,NY,112130000,11213
312,SCHENECTADY AVENUE,BROOKLYN,NY,112130000,11213
1263,ST. MARKS AVENUE,BROOKLYN,NY,112130000,11213
1263,ST. MARKS AVENUE,BROOKLYN,NY,112130000,11213
723,ELDERT LANE,BROOKLYN,NY,112080000,11208
612,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
1125,E. 103RD STREET,BROOKLYN,NY,112360000,11236
635,NEW JERSEY AVENUE,BROOKLYN,NY,112070000,11207
1056,DECATUR ST,BROOKLYN,NY,112070000,11207
779,45TH STREET,BROOKLYN,NY,112200000,11220
23,EAST 95TH STREET,BROOKLYN,NY,112120000,11212
1449,BROADWAY,BROOKLYN,NY,112210000,11221
1139,EAST  32 STREET,BROOKLYN,NY,112100000,11210
960,41 STREET,BROOKLYN,NY,112190000,11219
120,PEMBROKE STREET,BROOKLYN,NY,112350000,11235
1286,BROOKLYN AVENUE,BROOKLYN,NY,112030000,11203
253A,MADISON STREET,BROOKLYN,NY,112160000,11216
253A,MADISON STREET,BROOKLYN,NY,112160000,11216
73A,COOPER STREET,BROOKLYN,NY,112070000,11207
73A,COOPER STREET,BROOKLYN,NY,112070000,11207
73A,COOPER STREET,BROOKLYN,NY,112070000,11207
97,CROOKE AVENUE,BROOKLYN,NY,112260000,11226
825,EAST 21ST STREET,BROOKLYN,NY,112010000,11201
972,GREENE AVENUE,BROOKLYN,NY,112210000,11221
68,HERKIMR STREET,BROOKLYN,NY,112160000,11216
1137,EAST 53RD STREET,BROOKLYN,NY,112340000,11234
1137,EAST 53RD STREET,BROOKLYN,NY,112340000,11234
1442,FULTON STREET,BROOKLYN,NY,112160000,11216
1176,EAST 58TH STREET,BROOKLYN,NY,112340000,11234
11245,SEAVIEW AVENUE,BROOKLYN,NY,112390000,11239
463,EAST 23RD STREET,BROOKLYN,NY,112260000,11226
1255,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
94,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
2992-,3028 NOSTRAND AVENUE,BROOKLYN,NY,112290000,11229
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
666,56 STREET,BROOKLYN,NY,112200000,11220
175,ARDSLEY LOOP,BROOKLYN,NY,112390000,11239
ONE,74TH STREET,BROOKLYN,NY,112090000,11209
1577,EAST 17TH STREET,BROOKLYN,NY,112300000,11230
2920,WEST 21ST STREET,BROOKLYN,NY,112240000,11224
514,AMBOY STREET,BROOKLYN,NY,112120000,11212
79,E 32 ST,BROOKLYN,NY,112260000,11226
2940,WEST 21ST STREET,BROOKLYN,NY,112240000,11224
3415,NEPTUNE AVENUE,BROOKLYN,NY,112240000,11224
3500,SNYDER AVENUE,BROOKLYN,NY,112030000,11203
3415,NEPTUNE AVENUE,BROOKLYN,NY,112240000,11224
3415,NEPTUNE AVENUE,BROOKLYN,NY,112240000,11224
5407,SNYDER AVENUE,BROOKLYN,NY,112030000,11203
9,VERONICA PLACE,BROOKLYN,NY,112260000,11226
939,ST. MARKS AVENUE,BROOKLYN,NY,112130000,11213
360,EAST 31ST STREET,BROOKLYN,NY,112260000,11226
181,CLARKSON AVENUE,BROOKLYN,NY,112260000,11226
1834,CATON AVE.,BROOKLYN,NY,112260000,11226
351,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
1490,HORNELL LOOP,BROOKLYN,NY,112390000,11239
1834,CATON AVE.,BROOKLYN,NY,112260000,11226
1490,HORNELL LOOP,BROOKLYN,NY,112390000,11239
6815,6TH AVENUE,BROOKLYN,NY,112200000,11220
2838,STILLWELL AVENUE,BROOKLYN,NY,112240000,11224
620,MANHATTAN AVENUE,BROOKLYN,NY,112220000,11222
459,NEW LOTS AVENUE,BROOKLYN,NY,112070000,11207
1834,CATON AVE.,BROOKLYN,NY,112260000,11226
7301,4TH AVENUE,BROOKLYN,NY,112090000,11209
1834,CATON AVE.,BROOKLYN,NY,112260000,11226
796,SARATOGA AVENUE,BROOKLYN,NY,112120000,11212
5001,10TH AVENUE,BROOKLYN,NY,112190000,11219
1834,CATON AVE.,BROOKLYN,NY,112260000,11226
1490,HORNELL LOOP,BROOKLYN,NY,112390000,11239
24,BREVOORT PLACE,BROOKLYN,NY,112160000,11216
1490,HORNELL LOOP,BROOKLYN,NY,112390000,11239
7301,4TH AVENUE,BROOKLYN,NY,112090000,11209
1834,CATON AVE.,BROOKLYN,NY,112260000,11226
1490,HORNELL LOOP,BROOKLYN,NY,112390000,11239
2016,UNION STREET,BROOKLYN,NY,112120000,11212
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
115,OCEAN AVE.,BROOKLYN,NY,112250000,11225
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
115,OCEAN AVE.,BROOKLYN,NY,112250000,11225
565,WILSON AVENUE,BROOKLYN,NY,111110000,11111
324,MONTGOMERY STREET,BROOKLYN,NY,112250000,11225
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
100,CRYSTAL STREET,BROOKLYN,NY,112080000,11208
115,OCEAN AVE.,BROOKLYN,NY,112250000,11225
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1574,55TH STREET,BROOKLYN,NY,112190000,11219
7311,4TH AVENUE,BROOKLYN,NY,112090000,11209
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1054,EASTER PARKWAY,BROOKLYN,NY,112130000,11213
336,93RD STREET,BROOKLYN,NY,112090000,11209
450,OCEAN PARKWAY,BROOKLYN,NY,112180000,11218
202,YORK STREET,BROOKLYN,NY,112010000,11201
333,86TH STREET,BROOKLYN,NY,112090000,11209
1255,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
3857,KINGS HIGHWAY,BROOKLYN,NY,112340000,11234
2440,EAST 29TH STREET,BROOKLYN,NY,112350000,11235
1155,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
329,E 34TH ST.,BROOKLYN,NY,112030000,11203
635,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
250,PARKVILLE AVENUE,BROOKLYN,NY,112300000,11230
2830,PITKIN AVENUE,BROOKLYN,NY,112080000,11208
120,SAPPHIRE ST. AKA 78TH,BROOKLYN,NY,112080000,11208
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
1520,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
185,ARDSLEY LOOP,BROOKLYN,NY,112390000,11239
225,VANDALIA AVENUE,BROOKLYN,NY,112390000,11239
185,ARDSLEY LOOP,BROOKLYN,NY,112390000,11239
185,ARDSLEY LOOP,BROOKLYN,NY,112390000,11239
185,ARDSLEY LOOP,BROOKLYN,NY,112390000,11239
185,ARDSLEY LOOP,BROOKLYN,NY,112390000,11239
1037,BERGEN STREET,BROOKLYN,NY,112160000,11216
225,VANDALIA AVENUE,BROOKLYN,NY,112390000,11239
225,VANDALIA AVENUE,BROOKLYN,NY,112390000,11239
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
225,VANDALIA AVENUE,BROOKLYN,NY,112390000,11239
261,LENOX ROAD,BROOKLYN,NY,112260000,11226
173,SCHENECTADY AVENUE,BROOKLYN,NY,112130000,11213
604,BRADFORD STREET,BROOKLYN,NY,112070000,11207
261,LENOX ROAD,BROOKLYN,NY,112260000,11226
1230,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
710,AVENUE S,BROOKLYN,NY,112230000,11223
663,CENTRAL AVENUE,BROOKLYN,NY,112070000,11207
333,86TH STREET,BROOKLYN,NY,112090000,11209
174,TOMPKINS AVENUE,BROOKLYN,NY,112060000,11206
261,LENOX ROAD,BROOKLYN,NY,112260000,11226
971,JEROME STREET,BROOKLYN,NY,112070000,11207
6220,BAY PARKWAY,BROOKLYN,NY,112040000,11204
971,JEROME STREET,BROOKLYN,NY,112070000,11207
6220,BAY PARKWAY,BROOKLYN,NY,112040000,11204
261,LENOX ROAD,BROOKLYN,NY,112260000,11226
1719,STERLING PLACE,BROOKLYN,NY,112330000,11233
240,COZINE AVENUE,BROOKLYN,NY,112070000,11207
736,ST. JOHNS PLACE,BROOKLYN,NY,112160000,11216
759,46TH STREET,BROOKLYN,NY,112200000,11220
261,LENOX ROAD,BROOKLYN,NY,112260000,11226
240,COZINE AVENUE,BROOKLYN,NY,112070000,11207
6220,BAY PARKWAY,BROOKLYN,NY,112040000,11204
7402,BAY PARKWAY,BROOKLYN,NY,112090000,11209
12421,FLATLANDS AVENUE,BROOKLYN,NY,112080000,11208
3715,15TH AVENUE,BROOKLYN,NY,112180000,11218
30,CORBIN PLACE,BROOKLYN,NY,112350000,11235
1530,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1817,59TH STREET,BROOKLYN,NY,112040000,11204
12161,FLATLANDS AVENUE,BROOKLYN,NY,112080000,11208
285,DEVOE STREET,BROOKLYN,NY,112110000,11211
121,NOSTRAND AVENUE,BROOKLYN,NY,112060000,11206
218,STANHOPE STREET,BROOKLYN,NY,112370000,11237
1432,TROY AVENUE,BROOKLYN,NY,112030000,11203
122,ASHLAND PLACE,BROOKLYN,NY,112010000,11201
610,HEGEMAN AVENUE,BROOKLYN,NY,112070000,11207
228,7TH AVENUE,BROOKLYN,NY,112150000,11215
1620,PACIFIC STREET,BROOKLYN,NY,112130000,11213
863,DUMONT AVENUE,BROOKLYN,NY,112070000,11207
1655,FLATBUSH AVENUE,BROOKLYN,NY,112100000,11210
58,LINDEN BLVD,BROOKLYN,NY,112260000,11226
807,CONEY ISLAND AVENUE,BROOKLYN,NY,112180000,11218
1215,MYRTLE AVENUE,BROOKLYN,NY,112210000,11221
263,EAST 23RD STREET,BROOKLYN,NY,112260000,11226
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
2604,BEDFORD AVENUE,BROOKLYN,NY,112260000,11226
3022,BRIGHTON 1ST ST,BROOKLYN,NY,112350000,11235
4190,BEDFORD AVE,BROOKLYN,NY,112290000,11229
825,CROWN STREET,BROOKLYN,NY,112130000,11213
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
825,CROWN STREET,BROOKLYN,NY,112130000,11213
486,HERZL STREET,BROOKLYN,NY,112120000,11212
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
136,UTICA AVENUE,BROOKLYN,NY,112130000,11213
2054,NOSTRAND AVENUE,BROOKLYN,NY,112100000,11210
40,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
4611,12TH AVENUE,BROOKLYN,NY,112190000,11219
1159,EASTERN PARKWAY,BROOKLYN,NY,112130000,11213
825,CROWN STREET,BROOKLYN,NY,112130000,11213
95,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
SEE,SUPERVISOR,BROOKLYN,NY,111110000,11111
95,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
95,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
61,RIVERDALE AVENUE,BROOKLYN,NY,112120000,11212
95,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
1078,WILLMOHR STREET,BROOKLYN,NY,112120000,11212
1064,ROGERS AVENUE,BROOKLYN,NY,112260000,11226
333,EAST L92ND STREET,BROOKLYN,NY,112120000,11212
250,BROADWAY,NEW YORK,NY,100070000,10007
1165,EASTERN PARKWAY,BROOKLYN,NY,112130000,11213
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
95,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
415,LEFFERTS AVENUE,BROOKLYN,NY,112250000,11225
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
520,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
75,OCEAN AVENUE,BROOKLYN,NY,112250000,11225
95,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
40,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
40,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
40,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
1483,LINCOLN PLACE,BROOKLYN,NY,112130000,11213
53,TEN EYCK STREET,BROOKLYN,NY,112060000,11206
58,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
1483,LINCOLN PLACE,BROOKLYN,NY,112130000,11213
58,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
58,LINDEN BOULEVARD,BROOKLYN,NY,112260000,11226
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
264,EAST 28TH STREET,BROOKLYN,NY,112260000,11226
879,LENOX ROAD,BROOKLYN,NY,112030000,11203
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
464,CLINTON AVENUE,BROOKLYN,NY,112380000,11238
1088,WILLMOHR STREET,BROOKLYN,NY,112120000,11212
1483,LINCOLN PLACE,BROOKLYN,NY,112130000,11213
623,HOWARD AVENUE,BROOKLYN,NY,112120000,11212
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
1088,WILLMOHR STREET,BROOKLYN,NY,112120000,11212
1716,CATON AVENUE,BROOKLYN,NY,112260000,11226
947,E. 94TH STREET,BROOKLYN,NY,112360000,11236
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
399,ST. MARKS AVENUE,BROOKLYN,NY,112380000,11238
520,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
412,PULASKI STREET,BROOKLYN,NY,112210000,11221
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
611,MARCY AVENUE,BROOKLYN,NY,112060000,11206
257,LINDEN STREET,BROOKLYN,NY,112370000,11237
333,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
4513,AVENUE D,BROOKLYN,NY,112030000,11203
94,CHAUNCEY STREET,BROOKLYN,NY,112230000,11223
520,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
3210,AVNEUE H,BROOKLYN,NY,112100000,11210
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
255,LINDEN STREET,BROOKLYN,NY,112370000,11237
1185,CARROLL STREET,BROOKLYN,NY,112250000,11225
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
3613,AVENUE D,BROOKLYN,NY,112030000,11203
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
520,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
520,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
520,EAST 21ST STREET,BROOKLYN,NY,112260000,11226
1204,PRESIDENTS STREET,BROOKLYN,NY,112250000,11225
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
1306,OCEAN AVENUE,BROOKLYN,NY,112300000,11230
626,SUTTER AVENUE,BROOKLYN,NY,112070000,11207
1078,WILLMOHR STREET,BROOKLYN,NY,112120000,11212
774,ROCKAWAY AVENUE,BROOKLYN,NY,112120000,11212
418,NEW JERSEY AVENUE,BROOKLYN,NY,112070000,11207
1020,45TH STREET,BROOKLYN,NY,112190000,11219
642,ELDERT LANE,BROOKLYN,NY,112080000,11208
825,CROWN STREET,BROOKLYN,NY,112130000,11213
1023,PUTNAM AVENUE,BROOKLYN,NY,112210000,11221
626,SUTTER AVENUE,BROOKLYN,NY,112070000,11207
55,OCEAN AVENUE,BROOKLYN,NY,112250000,11225
825,CROWN STREET,BROOKLYN,NY,112130000,11213
165,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
1374,OCEAN AVENUE,BROOKLYN,NY,112300000,11230
50,LINCOLN ROAD,BROOKLYN,NY,112250000,11225
165,ROCKAWAY PARKWAY,BROOKLYN,NY,112120000,11212
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
546,MIDWOOD STREET,BROOKLYN,NY,112030000,11203
546,MIDWOOD STREET,BROOKLYN,NY,112030000,11203
855,LOUISIANA AVENUE,BROOKLYN,NY,112390000,11239
546,MIDWOOD STREET,BROOKLYN,NY,112030000,11203
546,MIDWOOD STREET,BROOKLYN,NY,112030000,11203
200,BETHEL LOOP,BROOKLYN,NY,112390000,11239
200,BETHEL LOOP,BROOKLYN,NY,112390000,11239
1460,STERLING PLACE,BROOKLYN,NY,112130000,11213
1489,EASTERN PARKWAY,BROOKLYN,NY,112330000,11233
3210,AVENUE H,BROOKLYN,NY,112100000,11210
177,COLUMBIA STREET,BROOKLYN,NY,112310000,11231
80,DEKALB AVENUE,BROOKLYN,NY,112010000,11201
952,ST. MARKS AVENUE,BROOKLYN,NY,112130000,11213
270-,272 MALCOLM X BOULEVARD,BROOKLYN,NY,112330000,11233
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
5,EAST 93RD STREET,BROOKLYN,NY,112120000,11212
1769,WEST 1ST STREET,BROOKLYN,NY,112230000,11223
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
165,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
165,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
165,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
165,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
585,BARBEYT ST,BROOKLYN,NY,112070000,11207
165,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
82,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
87-97,3 93RD STREET,BROOKLYN,NY,112120000,11212
82,ROCKWAY PARKWAY,BROOKLYN,NY,112120000,11212
39,HEGEMAN AVENUE,BROOKLYN,NY,112120000,11212
177,COLUMBIA STREET,BROOKLYN,NY,112310000,11231
200,BETHEL LOOP,BROOKLYN,NY,112390000,11239
39,HEGEMAN AVENUE,BROOKLYN,NY,112120000,11212
200,BETHEL LOOP,BROOKLYN,NY,112390000,11239
171-,173 MILFORD STREET,BROOKLYN,NY,112080000,11208
200,BETHEL LOOP,BROOKLYN,NY,112390000,11239
126,WEIRFIELD ST.,BROOKLYN,NY,112210000,11221
256,SCHENECTADY AVENUE,BROOKLYN,NY,112130000,11213
200,BETHEL LOOP,BROOKLYN,NY,112390000,11239
1477,FLATBUSH AVENUE,BROOKLYN,NY,112100000,11210
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
226,AUTUMN AVENUE,BROOKLYN,NY,112080000,11208
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
279,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
279,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
279,EAST 92ND STREET,BROOKLYN,NY,112120000,11212
530,HERZL STREET,BROOKLYN,NY,112120000,11212
530,HERZL STREET,BROOKLYN,NY,112120000,11212
180,BETHEL LOOP,BROOKLYN,NY,112390000,11239
726,BERGEN STREET,BROOKLYN,NY,112380000,11238
1138,BUSHWICK AVENUE,BROOKLYN,NY,112210000,11221
1230,AVENUE Y,BROOKLYN,NY,112350000,11235
135,HAWTHORNE STREET,BROOKLYN,NY,112250000,11225
135,HAWTHORNE STREET,BROOKLYN,NY,112250000,11225
202,8TH STREET,BROOKLYN,NY,112150000,11215
1460,PENNSYLVANIA AVENUE,BROOKLYN,NY,112390000,11239
1465,GENEVA LOOP,BROOKLYN,NY,112390000,11239
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
700,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
45,TWIN PINES DRIVE,BROOKLYN,NY,112390000,11239
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
2525,BEDFORD AVENUE,BROOKLYN,NY,112260000,11226
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
411,LAFAYETTE AVENUE,BROOKLYN,NY,112380000,11238
700,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
1552,PRESIDENT STREET,BROOKLYN,NY,112130000,11213
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
1620,BAY RIDGE AVENUE,BROOKLYN,NY,112040000,11204
699,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
699,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
855,OCEAN AVENUE,BROOKLYN,NY,112260000,11226
1678,MADISON PLACE,BROOKLYN,NY,112290000,11229
387,CHESTNUT STREET,BROOKLYN,NY,112080000,11208
1819,AVE L,BROOKLYN,NY,112300000,11230
6,MONROE STREET,BROOKLYN,NY,112380000,11238
1440,FREEPORT LOOP,BROOKLYN,NY,112390000,11239
735,THOMAS S. BOYLAND STREET,BROOKLYN,NY,112120000,11212
947,MONTGOMERY STREET,BROOKLYN,NY,112130000,11213
740,EMPIRE BOULEVARD,BROOKLYN,NY,112130000,11213
520,KOSCIUSCO STREET,BROOKLYN,NY,112210000,11221
388,CLIFTON PLACE,BROOKLYN,NY,112160000,11216
265,LIVONIA AVENUE,BROOKLYN,NY,112120000,11212
131,WYCKOFF AVENUE,BROOKLYN,NY,112370000,11237
816,MARCY AVENUE,BROOKLYN,NY,112160000,11216
2401,NEWKIRK AVENUE,BROOKLYN,NY,112260000,11226
300,LINDEN BLVD,BROOKLYN,NY,112260000,11226
580,84TH STREET,BROOKLYN,NY,112090000,11209
2050,21ST DRIVE,BROOKLYN,NY,112140000,11214
800,BERGEN STREET,BROOKLYN,NY,112380000,11238
1587,CARROLL STREET,BROOKLYN,NY,112130000,11213
6,MONROE STREET,BROOKLYN,NY,112380000,11238
342,EAST 9 STREET,BROOKLYN,NY,112180000,11218
52,ARGYLE ROAD,BROOKLYN,NY,112180000,11218
1482,EAST 87TH,BROOKLYN,NY,112360000,11236
1241,EAST 89TH STREET,BROOKLYN,NY,112360000,11236
1241,EAST 89TH STREET,BROOKLYN,NY,112360000,11236
